Dex Number	Name	Variant	Ev. Kind	Ev. Value	Category	Description
716	Xerneas				No Data	"A Kalos legend tells about the eternal
struggle between life and death. In
the story an ancient King tried to
obtain eternal life and the power to
make its loved ones live again."
717	Yveltal				No Data	"A Kalos legend tells about the eternal
struggle between life and death.
The main tale is about a King full of
grief and hate who built a doomsday
machine to kill everyone in the world."
718	Zygarde				No Data	"Underground tunnels have been
found all over the Kalos Region.
There are rumors of a creature who
lives in them that attacks people
damaging the ecosystem."
718	Zygarde	Core/Cell			No Data	"Only the the cores react to stimuli,
the cells remain mostly inanimate.
They gather in great numbers to
create and strengthen Zygarde."
718	Zygarde	10%			No Data	"When 10% of the Zygarde Cells
gather, they form this Pokémon, the
more cells it gathers the more its
strength will increase."
718	Zygarde	100%			No Data	The complete form of Zygarde
719	Diancie				Registered as #703 Carbink	"The popular saying goes like this:
“If you put a Carbon under pressure
you will get a Diamond”
But it surely was not referring to a
Pokémon... or was it?"
719	Diancie	Mega			Registered as #703 Carbink	"The popular saying goes like this:
“If you put a Carbon under pressure
you will get a Diamond”
But it surely was not referring to a
Pokémon... or was it?"
720	Hoopa				No Data	"There is a story of an old demon
whose power had to be contained
by a spell. The spell was a partial
success as the demon could still
roam free, but its power and evil
was greatly diminished."
720	Hoopa	Unbound			No Data	"There is a story of an old demon
whose power unleashed horrors
from other dimensions into earth,
ripping the fabrics of existence, it
opened portals to bring evil upon."
721	Volcanion				No Data	"In the early days of world exploring,
there are records of an entire
mountain blowing up in a cloud of
steam. The explorers claimed that a
creature in the fog was responsible."
722	Rowlet		Level	Medium	Grass Quill Pokémon	"This is a shy Pokémon, it sleeps
during the day, absorbing sunlight
through its feathers, then at night
becomes more active. It likes to
keep sight of its trainer at all times,
rotating its head 180° to do so."
723	Dartrix		Level	Medium	Blade Quill Pokémon	"Dartix are vain creatures, they dislike
it when their feathers are ruffled,
even stopping midfight to groom
them. Despite its elegant demeanor
it hides an awkward personality,
prone to panic and clumsiness."
724	Decidueye				Arrow Quill Pokémob	"This Pokémon can shoot its own
feathers as arrows in just a split of
second. They are usually calm and
collected but they are easily startled
if taken by surprise. It is very rare as
most of them are extinct."
725	Litten		Level	Medium	Fire Cat Pokémon	"It has an aloof personality and likes
to be alone. Its fur produces flammable
oils and its rough tongue lights them
every time it grooms itself.
Not recommended as a pet for they
can cause house fires easily."
726	Torracat		Level	Medium	Fire Cat Pokémon	"The bell on its neck glows and
chimes when it shots fire through it.
Although it acts spoiled with its
Trainer, it is a capable and relentless
brawler, it will keep battling until its
foes lose their fighting spirits."
727	Incineroar				Heel Pokémon	"It has a bad reputation, some of
them have attacked the opposing
Trainer during battles. They are also
prone to disobey their own Trainer,
going for a more brutal fighting style
to shred their foes to pieces."
728	Popplio		Level	Medium	Sea Lion Pokémon	"A fun-loving Pokémon. It snorts water
bubbles from its nose and balances
them around, it is tenacious and
diligent to train. They are agile
swimmers and prefer acrobatic
stunts to move on the ground."
729	Brionne		Level	Medium	Pop Star Pokémon	"In the wild, each pack has their own
songs and dances, Brionne practice
them in the moonlight.
It is cheerful and not timid at all, it
forms friendships easily through
dance movements."
730	Primarina				Soloist Pokémon	"All modern Primarina sing a song that
has been passed down through
generations. Legend says that you
can hear their true song when you
are in the deep of the sea. Make
sure its throat doesn’t get sore."
731	Pikipek		Level	Medium	Woodpecker Pokémon	"Their beaks are incredibly strong, it
takes them a few minutes to shatter
rock. They eat berries and shoot
the seeds to defend themselves.
Pikipek don’t sing, but communicate
with pecking sounds."
732	Trumbeak		Level	Medium	Bugle Beak Pokémon	"This Pokémon bends its beak to
produce a variety of sounds, much
to the annoyance of the neighbors.
It also shoots a burst of berry seeds
to its foes, prey, or an unsuspecting
passerby."
733	Toucannon				Blade Quill Pokémon	"It can store and expel an extremely
hot gas through its beak that ignites
easily. The berry seeds it shoots can
pierce boulders, leaving perfectly
round holes on them. Fortunately,
they nest deep in the jungle."
734	Yungoos		Level	Medium	Loitering Pokémon	"This Pokémon was brought to Alola
in an attempt to eradicate Ratatta.
It spends all day searching for prey
and it’s constantly hungry. when the
sun sets it falls asleep right where it
was standing."
735	Gumshoos				Stakeout Pokémon	"Alolan Ratatta became nocturnal
to evade this Pokémon, as it is their
main Predator. Gumshoos now go
hungry for days before they find
something suitable to eat, they
compensate by sleeping a lot."
736	Grubbin		Level	Fast	Larva Pokémon	"They tend to gather anywhere
Electric Pokémon live to protect
themselves from bird Pokémon
who may prey on them. When
they are ready to evolve they bury
themselves underground."
737	Charjabug		Level	Medium	Battery Pokémon	"Whatever this Pokémon eats is
transformed to electricity. People
often use them to power up small
appliances in their homes.
This Pokémon rarely moves since it
is preparing to evolve."
738	Vikavolt				Stag Beetle Pokémon	"The electricity it shoots through its
jaws is very dangerous, it zaps bird
Pokémon trying to eat it.
Its flight is peculiar, for it bends in a
90° angle or flies backwards without
a problem."
739	Crabrawler		Level	Medium	Boxing Pokémon	"They can be found on the beach,
but as they grow stronger they also
venture more into the land where
they fight for ripe berries. They
punch with their pincers, which are
delicious with butter by the way."
740	Crabominable				Woolly Crab Pokémon	"Crawbrawlers who get lost in the
snowy mountains of Alola are
forced to evolve into a more suited
form. Crabominables are not very
smart and throw punches to friends
and foes alike when they panic."
741	Oricorio	Baile			Dancing Pokémon	"What was thought to be different
species ended up being a single
Pokémon. Oricorio Baile is an intense
and passionate Pokémon, every
flap of its wings produces embers,
its fiery dance has inspired many."
741	Oricorio	Pom-Pom			Dancing Pokémon	"What was thought to be different
species ended up being a single
Pokémon. Oricorio Pom-Pom is full
of cheer and energy, it charges
its feathers with static electricity,
releasing sparks with every swing."
741	Oricorio	Pa'u			Dancing Pokémon	"What was thought to be different
species ended up being a single
Pokémon. Oricorio Pa'u has an
aloof but ultimately relaxed nature.
Its dance is focused and has an
hypnotic rhythm."
741	Oricorio	Sensu			Dancing Pokémon	"What was thought to be different
species ended up being a single
Pokémon. Oricorio Sensu is calm
and indifferent, its dance is said to
attract evil spirits. People from Kanto
find it very nostalgic."
742	Cutiefly		Level	Medium	Bee Fly Pokémon	"These delicate Pokémon gather by
the numbers in flower meadows.
They are attracted to happy and
joyful people, the story says that
Cutiefly see their auras and they
resemble flowers."
743	Ribombee				Bee Fly Pokémon	"The pollen puff of a happy Ribombee
are very nutritious and valuable
supplements in Alola. It dislikes rain,
for it wets its hair and makes it unable
to fly, so if you see a Ribombee you
know the weather will be nice."
744	Rockruff		Level	Medium	Puppy Pokémon	"Rockruff are very social and friendly,
their keen sense of smell allows
them to find their trainers easily.
However, as they age they become
wilder and rebellious. Do not let
them roam alone at night."
745	Lycanroc	Midday	With Time	With Daytime	Wolf Pokémon	"A well-disciplined Rockruff will evolve
at Dawn.
This Pokémon is very Loyal and
trustworthy. It can climb mountains
fast and is a quick runner. The rocks
on its mane are its main weapons."
745	Lycanroc	Dusk	With Time	With Dawn	Wolf Pokémon	"An independent but loyal Rockruff
will evolve at dusk.
This evolved for is very hard to
achieve. An intense fighting spirit
lies underneath its calm exterior.
Prone to act on its own."
745	Lycanroc	Midnight	With Time	With Nighttime	Wolf Pokémon	"A poorly-behaved Rockruff will
evolve at midnight.
This Pokémon is savage and has no
regard for its own safety. It taunts
and provokes foes a lot stronger
just to get its own blood boiling."
746	Wishiwashi				Small Fry Pokémon	"People and Pokémon enjoy this tiny
Pokémon's meat. Their eyes shine
as a distress signal, other members
of its species will travel far and wide
to attend the call for help. When
this happens you must run."
746	Wishiwashi	Swarm			Small Fry Pokémon	"A school of Wishiwashi is the demon
of the sea. Even Gyarados flee in
terror when one approaches.
Since it is formed by lots of members,
it’s impossible to control. They disband
after the threat is “neutralized”."
747	Mareanie		Level	Medium	Brutal Star Pokémon	"It can be found resting on the sea
floor, waiting for an unsuspecting
prey to sting. They are pretty toxic
and attack with their ten barbed
tentacles. Corsolas are one of its
favorite meals."
748	Toxapex				Brutal Star Pokémon	"It crawls through the ocean floor,
using its tentacles as a fortress. Its
venom has the victim suffering for
three days and nights, and even if
it’s healed there are aftereffects for
it is a powerful toxin."
749	Mudbray		Level	Medium	Donkey Pokémon	"They are very strong, the mud on
their hooves serves them as grip to
pull themselves forward. They enjoy
prancing in muddy places and will
become stubborn and disobedient
if denied that pleasure."
750	Mudsdale				Draft Horse Pokémon	"Hard tempered and resilient. The
hooves of this Pokémon stomp
through concrete, while it is not very
fast it can keep a steady pace for
days, even when dragging weight."
751	Dewpider		Level	Medium	Water Bubble Pokémon	"It lives on shallow water pools, but
goes into the land to find prey.
Its water bubble allows it to breath
outside of its pool and serves as a
weapon to hunt or defend itself. As
it grows its bubble grows as well."
752	Araquanid				Water Bubble Pokémon	"It’s debated whether this is a caring
or cruel Pokémon. It looks around for
any vulnerable or weak pokémon,
tenderly carries them and deposits
them into its water bubble where
they end up drowning."
753	Fomantis		Level	Medium	Sickle Grass Pokémon	"They sleep during the day, absorbing
sunlight in a flower meadow; by night
they become active and search for
another spot to sleep.
Their arms are made or sharp grass
leaves to defend themselves."
754	Lurantis				Bloom Sickle Pokémon	"Considered to be one of the mos
beautiful Grass Pokémon due to
its lovely coloration. They require a
lot of maintenance and constant
grooming, so they’ll only trust a
Trainer who is up to the job."
755	Morelull		Level	Medium	Illuminating Pokémon	"Morellul are nocturnal Pokémon
whose headbulbs emit a faint glow.
They root into a tree and use its
nutrients to power their light, when
the tree is all dried up they are
ready to evolve."
756	Shiinotic				Illuminating Pokémon	"Forests where Shiinotic live are
treacherous to travel. People tell
stories about strange lights that put
others into a deep slumber who are
then devoid of their energy by these
Pokémon, never to return home."
757	Salandit		Level	Medium (Female)	Toxic Lizard Pokémon	"The markings at the end of its tail
emit flames and a toxic gas, be
careful as this gas smells sweet and
specially appealing for the males of
any species. Only female Salandit
are known to evolve."
758	Salazzle				Toxic Lizard Pokémon	"This Pokémon is Female only.
It releases a powerful toxic gas
that is filled with pheromones that
help her keep her reverse harem of
Salandit in check. This gas can be
purified into expensive perfumes."
759	Stufful		Level	Medium	Flailing Pokémon	"Despite its adorable appearance it
is a dangerous Pokémon. If anyone
but its mother or Trainer touches
it, it will respond by angrily flailing
its arms around. They are popular
pets but owners always regret."
760	Bewear				Strong Arm Pokémon	"They may look friendly but their
brute strength makes them very
dangerous. Many Trainers have
been severely injured and even
snapped in half by the “hugs” of a
Bewear."
761	Bounsweet		Level	Medium	Fruit Pokémon	"This happy-go-lucky Pokémon
produces a delicious aroma that
unfortunately attracts predators to
it, when it escapes, it looks as if it’s
happily skipping around so it rarely
gets help."
762	Steenee		Level	Medium	Fruit Pokémon	"Its sweet aroma keeps attracting
predators but it fends them away
with its hard and bitter head leaves.
It likes to be taken seriously and can
be hard to deal with, if you make it
mad you’ll receive a kick."
763	Tsareena				Fruit Pokémon	"Tsareena's elegant appearance is
only matched by its boastful fight
spirit. It is known for disobeying any
Trainer giving it orders it dislikes, and
will celebrate its victories by kicking
its defeated foes while laughing."
764	Comfey				Posy Picker Pokémon	"This tiny Pokémon gathers flowers
and connects them to itself forming
a ring. The flowers never wither
and their aroma becomes soothing
and therapeutic. If it likes you it will
create a flower ring just for you."
765	Oranguru				Sage Pokémon	"These solitary Pokémon live deep in
the forests where it provides food
and herbal medicine to those in need.
It is incredibly smart even learning
how to use pokeballs, for that reason
it dislikes being ordered around."
766	Passimian				Teamwork Pokémon	"They live in packs of 20 members,
they are all coordinated to pass
around the food and to defend
their nest. Their leader is not the
strongest but the best teamworker
of the pack. A very loyal Pokémon."
767	Wimpod		Level	Slow	Turn Tail Pokémon	"They are curious but incredibly
cowardly Pokémon. They are easily
startled and will shoot a stenchy liquid as
a warning. Even so, they are highly
valued due to their ability to eat
and clean any garbage."
768	Golisopod				Hard Scale Pokémon	"This Pokémon is a rare sight, for
most Wimpods never evolve and
when they do, Golisopod spend
most of their lives in deep sea caves,
meditating. It is extremely strong, its
claws can tear through everything."
769	Sandygast		Level	Slow	Sand Heap Pokémon	"Some departed soul made a child’s
sand mound its vessel. Anyone who
puts their hand inside its mouth will
have its vital energy absorbed and
its mind possessed to add more
sand until they collapse."
770	Palossand				Sand Castle Pokémon	"The possessed people shaped
this Pokémon into a castle, buried
beneath the sand where it stands
are the remains of all its victims.
Some say these unmarked graves
will give birth to a new Sandygast."
771	Pykumuku				Sea Cucumber Pokémon	"Once this Pokémon finds a spot
it likes it will remain there without
moving, even if food is out of reach.
It can expel its organs through its
mouth and use them like an arm. It’s
slimy and not many people like it."
772	Type: Null		Level	Slow	Synthetic Pokémon	"A synthetic Pokémon made by the
Aether Foundation. Currently only
three specimens exist in cryogenic
stasis, but they are deemed too
dangerous even with a limiter helmet
on. They must never be reanimated."
773	Silvally				Synthetic Pokémon	"Pokédex has no data.
It was seen in the company of a
boy. It appears to be a perfected
or evolved form of Type: Null. The
boy gave it some strange disks that
allowed it to change its type."
774	Minior				Meteor Pokémon	"They live on the stratosphere,
absorbing particles to grow their
cores and shells, when they become
too heavy they fall to the ground.
Move damage can break the shell
and leave the core exposed."
774	Minior	Core			Meteor Pokémon	"Without its shell Minior can move
faster. They have playful and colorful
personalities. If a Minior wants to
regrow their shell they must go to
the stratosphere for a few days.
Some of them never return, though."
775	Komala				Drowsing Pokémon	"Komalas are born, live, and die asleep.
They will have nightmares if you
remove their log-pillow. Although it
appears aware of its surroundings in
reality it is just dreaming and reacting
to the dream antics."
776	Turtonator				Blast Turtle Pokémon	"It leaves in the volcanic areas of
Alola, where it disguises itself among
the rocks, waiting for prey to step
on it to detonate an explosion. The
hole on its chest is a weak point, but
it is very difficult to access."
777	Togedemaru				Roly-Poly Pokémon	"On stormy days you can see groups
of Togedemaru curled up into balls
with their spikes out, waiting to be
struck by lightning. These spikes
also deter other Pokémon from
attacking this cute creature."
778	Mimikyu				Disguise Pokémon	"No one really knows what its true
form looks like, the only scholar that
dared to look under the veil died on
the spot from the horror. It disguises
itself as a Pikachu in an effort to
make friends."
779	Bruxish				Gnash Teeth Pokémon	"The protuberance on its head emits
psychic waves that confuse its prey,
while it is confused Bruxish grinds it
with its sharp teeth. This grinding
noise makes other Pokémon flee
from the place in hurry."
780	Drampa				Placid Pokémon	"They live alone at the top of high
mountains but come down in the
morning to eat berries. It is a caring
Pokémon, specially towards children
and will fiercely protect any children
it cares for with tremendous force."
781	Dhelmise				Sea Creeper Pokémon	"A spirit adrift in the sea came back to
life through this Pokémon that rarely
leaves the deepest waters of the sea.
Through the sea some Wailord
carcasses have been found covered
in seaweed and gashes."
782	Jangmo-o		Level	Slow	Scaly Pokémon	"They live in mountains rarely visited
by humans. Although they are
valiant and hard-working Pokémon
they retain their independent nature.
It uses the scale on its head for both
attack and defense."
783	Hakamo-o		Level	Slow	Scaly Pokémon	"The scales on its body are shed and
regrow sharper each time. It is a
courageous and diligent Pokémon
who always lets out a war cry
before the battle. Any marks on its
scale armor is worn with pride."
784	Kommo-o				Scaly Pokémon	"It completed its harsh training and
returns to the mountain where it
was born to look after the young
Jangmo-o, watching them from afar.
It is constantly looking for strong
opponents."
785	Tapu Koko				No Data	"People on Melemele island talk
about a guardian spirit who punishes
the evil doers with lightning strikes. If
it appears in front of you who knows
what its intentions may be."
786	Tapu Lele				No Data	"It is said that an innocent but cruel
spirit guards Akala island.
When the spirit is feeling benevolent
it scatters some of its scales around,
these scales have healing powers."
787	Tapu Bulu				No Data	"Through Ula'ula island runs the
legend of a lazy guardian spirit
who lives among the trees, which it
commands to restrain its foes before
beating them."
788	Tapu Fini				No Data	"The people on Poni island are proud
of the clean water on their land, for
that they thank their guardian spirit
who is said to be the ocean itself."
789	Cosmog		Level	Unknown	No Data	"A creature like this was observed on
a telescope. It is rumored to be a
Pokémon from another world, but
no specific details are known."
790	Cosmoem		Level	Unknown	No Data	"The creature observed through the
telescope changed shapes and
remained motionless for the rest of
the investigation. A strange energy
was gathering on its core."
791	Solgaleo				No Data	"There are legends about a being
that radiated with the sun, on its
forehead a third eye that connected
to another dimension."
792	Lunala				No Data	"There are legends about a being
that shined with the moon, on its
forehead a third eye that connected
to another dimension."
793	Symbiont				Aether Foundation Log #047	"We are unable to determine if the
creature is sentient or not, it adapts
its behavior depending on its last
host. It hasn’t stopped behaving
like a little girl since then, it’s both
unsettling and fascinating."
794	Absortion				Aether Foundation Log #071	"What we thought were harmless
displays of strength were just the
first warning signs.
Today UB-02 destroyed the truck
where it was being transported, it
escaped and hasn’t been located."
795	Beauty				Aether Foundation Log #012	"This one also appears to be unable
to enter a Pokéball, the rays just
won’t surround them.
This one has refused to touch
anything we give to it and appears
displeased by my mere presence."
796	Lightning				Aether Foundation Log #067	"My superiors are furious. A lot of
money had to be used to cover
the damages UB-03 dealt in the
power plant. On the bright side,
it seems a lot livelier now that it
appears to have recharged."
797	Blaster				Aether Foundation Log #019	"Finally some progress from the
excavation site. What we thought
was a 200 year-old relic turned out
to be a creature capable of blasting
itself into the air, we managed to
restrain it, more research is due."
798	Blade				Aether Foundation Log #014	"Its paper-thin body and agility
make it too dangerous to approach
without serious risk of injury.
Our team managed to immobilize
it using a heat chamber, though I
swear I feel its resentment to us."
799	Glutton				Aether Foundation Log #074	"One disaster after another. This time
we lost an entire facility, UB-05 is
a monster, there is no other way
to call it, it swallowed documents,
vehicles and even an entire building,
there is no end to its hunger."
800	Necrozma				Aether Foundation Log #179	"First it was just a passing shadow, a
shady lurker on the other side of the
abyss, but then today it made an
appearance. the creature attached
itself to our light sources, depleting
them until it was all in darkness."
800	Necrozma	Dusk Mane			Aether Foundation Log #182	"The shadowy creature is in pain, and
it hungers for any light it can find.
I wonder how would it fare on the
other side, back in our world. Would
the sunlight ease its spirit or release
a terrible monster?"
800	Necrozma	Dawn Wings			Aether Foundation Log #182	"The shadowy creature is in pain, and
it hungers for any light it can find.
I wonder how would it fare on the
other side, back in our world. Would
the moonlight ease its spirit or
release a terrible monster?"
800	Necrozma	Ultra Burst			Aether Foundation S.O.S Message	"Alert to national authorities we had
a serious breach of security! This is
an emergency! Close the port-
(White Noise)."
801	Magearna				No Data	"500 years ago a famous scientist
left a manuscript with details on how
to create a mechanic Pokémon.
His investigation led to the creation
of the modern Pokéball."
802	Marshadow				No Data	"There is an old children’s story about
a boy who lost his shadow and the
shadow became a Pokémon.
It is debated which Pokémon the
story is making mention of."
803	Adhesive				Aether Foundation Log #162	"Thanks to the Recon Squad we’ve
managed to secure a location on
the other side. UB- Adhesive have
been a great help; their intelligence
and friendliness would make them
very popular in our world."
804	Stinger				Aether Foundation Log #164	"One specimen of UB- Adhesive
has apparently evolved. Its friendly
demeanor is gone. The large
streams of corrosive poison it shot
seriously damaged our equipment,
I must take a sample to study it"
805	Assembly				Aether Foundation Log #132	"We are finally on the other side. It has
been so exciting. What we thought
were the ruins of an abandoned
civilization turned out to be small
sentient creatures that stacked on
each other to create a big UB."
806	Burst				Aether Foundation Log #121	"It was horrible and so fast I could
barely take a picture of the UB specimen.
As soon as the portal opened it
slithered through it, got close to one
of the team members and exploded.
His state is critical, the UB disappeared."
807	Zeraora				No Data	"An unfriendly creature was spotted
in Alola, witnesses mentioned it
electrified its claws and tore its foes
apart with them. It disappeared into
the wilderness and has not been
reported again."
808	Meltan		Level	Unknown	Hex Nut Pokémon	"They are elusive as they can liquefy
their body to move through small
spaces. They live in groups, but
when the time comes, one strong
Meltan will absorb all the others and
evolve."
809	Melmetal				Hex Nut Pokémon	"There is an ancient myth that a
Pokémon once taught a group of
humans how to work the iron, melt
it and shape it into tools; but it was
punished for this and cast away,
never to be seen again."
810	Grookey		Level	Medium	Chimp Pokémon	"They spend their early days looking
for a stick with a certain sound, it
then uses the stick to create rhythmic
beats that makes plan glow and
grow. Grookey are enthusiastic and
kind creatures that love music."
811	Thwakey		Level	Medium	Beat Pokémon	"Thwakeys are passionate about
their drumming, they can get so
caught up in their music that they
don’t notice the battle is already
over. The faster they can beat their
drums, the stronger they are."
812	Rillaboom				Drummer Pokémon	"The leader owns the largest drum
among its troop and has the best
drumming technique which makes
roots sprout to attack its foes. But
they are peaceful and kind, creatures
that value harmony in their group."
813	Scorbunny		Level	Medium	Rabbit Pokémon	"Scorbunny is small and energetic,
they love to run in large fields from
one side to another for hours.
There are heat pads on its feet and
nose, as it runs or battles they can
get burning hot."
814	Raboot		Level	Medium	Rabbit Pokémon	"This Pokémon loves to kick and
trains each day to get better at it.
Its fur is now very thick, some
debate it is to protect it from the
cold weather others say it is to
produce hotter flames."
815	Cinderace				Striker Pokémon	"They are confident and boastful of
their abilities. They take a pebble and
light it on fire to create a scorching
weapon they kick towards their foes.
They can grow arrogant if they feel
cheered on."
816	Sobble		Level	Medium	Water Lizard Pokémon	"This shy Pokémon does not like to
attract too much attention. It hides
in shallow pools of water.. When
it feels threatened it cries and its
tears pack release a chemical that
will make its foes cry too."
817	Drizzile		Level	Medium	Water Lizard Pokémon	"Its demeanor changes drastically
from shy to aloof and lazy. It can
create water balloons with the
moisture secreted from its paws. It is
incredibly intelligent and is known to
lay traps for others in the wild."
818	Inteleon				Secret Agent Pokémon	"Its fingertips can create quick jets
of water that travel at incredibly
high speeds, these jets can even
pierce thick metal plates. It usually
hunts from a high place, shoots, and
then glides down to eat its prey."
819	Skwovet		Level	Medium	Cheeky Pokémon	"They love to feed on berries and
nuts they store on their cheeks,
they can get very anxious if its
cheeks are empty. If you feed one
of them they will follow you and call
for others so you feed them as well."
820	Greedent				Greedy Pokémon	"They are a little dim-witted as
they think on nothing but eating.
Greedent hide and store berries
on their tails, many of them fall of,
becoming new trees the next year.
Their teeth are very strong."
821	Rookidee		Level	Medium	Tiny Bird Pokémon	"Feisty little creatures, Rookidee are
know for challenging foes much
larger than themselves, and even if
they are defeated they don’t give
up and try again later. They use
their small size as an advantage."
822	Corvisquire		Level	Medium	Raven Pokémon	"They are smart enough to use tools
in battle, these Pokémon have been
seen picking up rocks and flinging
them or using ropes to wrap up foes.
They choose their battles carefully
and do not retreat."
823	Corviknight				Raven Pokémon	"With their great intellect and flying
skills, these Pokémon very successfully take the place as the kings of
the Galarian sky. When they fly, they
cast giant shadows that strike fear
upon foes and friends alike."
824	Blipbug		Level	Fast	Larva Pokémon	"Often found in gardens, Blipbug
has hairs on its body that it uses to
assess its surroundings. They are
very smart and easy to teach but
they are not very strong and other
Pokémon bully them often."
825	Dottler		Level	Medium	Radome Pokémon	"It grows into its final stage inside a
hard shell. It barely moves and it won’t
eat or drink during this time, due
to this many believe it to be dead
until its psychic powers awaken and
it starts communicating telepathically."
826	Orbeetle				Seven Spot Pokémon	"It’s famous for its high intelligence
and the large size of its brain. It has
immense psychic power. They patrol
their territory as floating sentries,
focusing a ray of light over any
 intruder, even if they are miles away."
827	Nickit		Level	Medium	Fox Pokémon	"Cunning and cautious, Nickit survive
by stealing food. It erases its tracks
with swipes of its tail so it’s very
difficult to track one. They have
thrived in the cities and come at
night to steal from stores."
828	Thievul				Fox Pokémon	"They have long been hunted down
by packs of Boltund because of all
the trouble they cause in human
settlements. They are experts at
stealing food and Pokémon eggs,
never leaving a trace behind."
829	Gossifleur		Level	Medium	Flowering Pokémon	"You’ll find them in fields, basking
in the sun, they let the wind sway
them while they sing a joyful song.
Afterwards their flowers bloom and
glow. This delightful display makes it
very popular among Trainers."
830	Eldegoss				Cotton Bloom Pokémon	"The cotton it produces has a glossy
finish so clothes made with it are
insanely expensive. In nature they
are calm and selfless Pokémon who
allow others to take nourishment
from the cotton seeds in their head."
831	Wooloo		Level	Medium	Sheep Pokémon	"Woolo's wool is incredibly resilient, it
serves as a cushion when they fall
from high mountain cliffs. They need
to be sheared or their wool will be
too heavy to move. A sweater made
with this wool will last for a lifetime."
832	Dubwool				Sheep Pokémon	"Humble and calm, their wool has
springy properties. A king in ancient
times ordered a carpet made from
100 Dubwool, when it was done, those
who step on it started to bounce the
moment they set foot on it."
833	Chewtle		Level	Medium	Snapping Pokémon	"It uses its horn as its primary weapon,
but it has a reputation as a biter.
Apparently its gums are itchy and
the only way to soothe them is
biting and chewing on stuff. It is
kinda cranky but relatively harmless."
834	Drednaw				Bite Pokémon	"It stays immobile near rivers and
lakes, disguised as a rock until it
snaps at an unsuspecting prey.
Once something is trapped by its
sharp teeth there is no way to take
it out as it is incredibly stubborn."
835	Yamper		Level	Medium	Puppy Pokémon	"Its energy and big smile make this
Pokémon very popular as a herding
dog. When it runs, it generates
electricity from the base of its tail. It
loves to fetch balls and if you give it
some treats it will love you forever."
836	Boltund				Dog Pokémon	"It sends electricity through its legs
to boost their speed, it easily breaks
50 mph. They get destructive and
stressed if you do not take them
out to run daily, otherwise they are
chill and easygoing Pokémon."
837	Rolycoly		Level	Medium	Coal Pokémon	"This Pokémon was discovered inside
a coal mine. It looks like a clump of
coal only it moves like a unicycle.
When it gets angry it glows burning
hot but when it’s happy it lets out soft
crackles and keeps a steady warmth."
838	Carkol		Level	Medium	Coal Pokémon	"It rolls its legs, their heavy weight
creates parallel trackmarks that allow them to travel faster through
caves and tunnels. In old times,
people used Carkol's coal as fuel for
they can hold fire for a long time."
839	Coalossal				Coal Pokémon	"They are usually calm creatures, if
they see you are kind they’ll share
their warmth with you but if you
enrage one you risk being burned
down to ashes. They spit tarry
substance that is very flammable."
840	Applin		Item		Apple Core Pokémon	"As soon as it’s born this tiny lizard
Pokémon, it burrows into an apple
to protect itself from birds and
predators. The apple serves as its
food source and the flavor of it will
determine its evolution."
841	Flapple			With Tart Apple	Apple Wing Pokémon	"It grew inside a sour apple, and thus
developed an acid that can cause
chemical burns. It uses the discarded
apple skin to fly or disguise itself as a
rancid apple. They are loners as not
many like how it looks or smells."
842	Appletun			With Sweet Apple	Apple Nectar Pokémon	"Eating a sweet apple caused its
evolution. A nectarous scent wafts
from its body, luring in the bug
Pokémon it preys on, but it also
attracts other Pokémon who eat
the skins atop of its back."
843	Silicobra		Level	Slow	Sand Snake Pokémon	"Silicobra can appear to be very
aggressive but they just want to
be left alone. They spew sand from
their nostrils and while the foe is
blinded, they burrow back into the
ground to hide."
844	Sandaconda				Sand Snake Pokémon	"It has a sack that can carry up to 220
lbs of sand, the way it coils allow it to
spray the sand to its foes. If it sack
ever runs out of sand it becomes limp
and depressed. They are unfriendly
but not really aggressive."
845	Cramorant				Gulp Pokémon	"Cramorant hunt for fish Pokémon
to eat near seashores and lakes.
They often try to engulf prey that
is too large and it ends up blocking
their gullets. They are airheaded and
often forget what they were doing."
845	Cramorant	Arrokuda Gulping Form			Gulp Pokémon	"Cramorant's Gulping Form.
It dove in the sea and caught an
Arrokuda, it’s trying to swallow it but
the fish Pokémon is simply too big.
Stay clear of Cramoran'ts way, lest it
spits it out towards you"
845	Cramorant	Pikachu Gulping Form			Gulp Pokémon	"Cramorant’s Gorging Form.
Somehow Cramorant caught a
Pikachu instead of a fish, the poor
creature is dazed but it will wake at
any moment to zap anyone in front
of it."
846	Arrokuda		Level	Medium	Rush Pokémon	"They propel themselves, swimming
at high speeds to hunt their prey.
After they have eaten their swim
becomes sluggish and they are
at risk of being eaten themselves.
They are proud of their pointed jaw."
847	Barraskewda				Skewer Pokémon	"This Pokémon has a jaw that’s as
sharp as a spear and as strong as
steel. Apparently Barraskewda's
flesh is surprisingly tasty, too.
When they hunt, they have speed
burst record of 100 knots."
848	Toxel		Level	Slow	Baby Pokémon	"Toxel secrete poison through their
skin, the closer they are to evolving,
the brighter their skin color becomes.
They need a lot of nurturing but are
bad tempered and ill mannered so
not many take the task."
849	Toxtricity	Amped Form		Extrovert Nature	Punk Pokémon	"Commonly called “Amped Form”, its
nature determines its evolution, If a
Toxel is extroverted it will evolve to
be a short-tempered Toxtricity. They
emit high pitched sounds and let out
powerful discharges to provoke others."
849	Toxtricity	Low Key Form		Introvert Nature	Punk Pokémon	"Commonly called “Low Key Form”,
its nature determines its evolution,
If a Toxel is introverted it will evolve
to be a chill Toxtricity. They emit low
pitched sounds and look down on
others who try to provoke them."
